,file,genre,bp_negative_abs,bp_positive_abs,bp_em1_abs,bp_negative_per,bp_positive_per,bp_em1_per,mec_suffering_abs,mec_rejection_abs,mec_affection_abs,mec_joy_abs,mec_fear_abs,mec_em2_abs,mec_suffering_per,mec_rejection_per,mec_affection_per,mec_joy_per,mec_fear_per,mec_em2_per,tt_suffering_abs,tt_love_abs,tt_fear_abs,tt_joy_abs,tt_hate_abs,tt_admiration_abs,tt_schadenfreude_abs,tt_em3_abs,tt_friendship_abs,tt_despair_abs,tt_desire_abs,tt_compassion_abs,tt_anger_abs,tt_suffering_per,tt_love_per,tt_fear_per,tt_joy_per,tt_hate_per,tt_admiration_per,tt_schadenfreude_per,tt_em3_per,tt_friendship_per,tt_despair_per,tt_desire_per,tt_compassion_per,tt_anger_per
21,GerDracor/gotter-die-geisterinsel.xml,comedy,838,647,291,0.47184684684684686,0.36430180180180183,0.16385135135135134,294,397,275,282,182,346,0.16554054054054054,0.22353603603603603,0.15484234234234234,0.15878378378378377,0.10247747747747747,0.19481981981981983,270,137,127,271,109,70,19,480,22,24,0,38,209,0.15202702702702703,0.07713963963963964,0.07150900900900901,0.15259009009009009,0.06137387387387387,0.039414414414414414,0.010698198198198198,0.2702702702702703,0.012387387387387387,0.013513513513513514,0,0.021396396396396396,0.11768018018018019
22,GerDracor/koerner-die-braut.xml,comedy,256,187,105,0.46715328467153283,0.34124087591240876,0.19160583941605838,55,130,81,113,32,137,0.10036496350364964,0.23722627737226276,0.1478102189781022,0.2062043795620438,0.058394160583941604,0.25,44,47,25,108,16,18,5,162,4,1,0,10,108,0.08029197080291971,0.08576642335766424,0.04562043795620438,0.19708029197080293,0.029197080291970802,0.032846715328467155,0.009124087591240875,0.2956204379562044,0.0072992700729927005,0.0018248175182481751,0,0.01824817518248175,0.19708029197080293
23,TextGrid/-Pandaemonium_Germanicum.xml,comedy,315,195,75,0.5384615384615384,0.3333333333333333,0.1282051282051282,91,184,83,97,47,83,0.15555555555555556,0.3145299145299145,0.14188034188034188,0.1658119658119658,0.08034188034188035,0.14188034188034188,91,26,31,97,43,43,17,121,8,1,0,9,98,0.15555555555555556,0.044444444444444446,0.05299145299145299,0.1658119658119658,0.0735042735042735,0.0735042735042735,0.02905982905982906,0.20683760683760682,0.013675213675213675,0.0017094017094017094,0,0.015384615384615385,0.1675213675213675
24,GerDracor/goethe-das-jahrmarktsfest-zu-plundersweilern.xml,comedy,263,144,31,0.6004566210045662,0.3287671232876712,0.07077625570776255,82,152,55,66,38,45,0.1872146118721461,0.3470319634703196,0.12557077625570776,0.1506849315068493,0.0867579908675799,0.10273972602739725,74,16,27,67,41,29,18,58,9,4,0,7,88,0.1689497716894977,0.0365296803652968,0.06164383561643835,0.15296803652968036,0.09360730593607305,0.06621004566210045,0.0410958904109589,0.1324200913242009,0.02054794520547945,0.0091324200913242,0,0.01598173515981735,0.2009132420091324
25,TextGrid/-Vom_verfolgten_Lateiner.xml,comedy,709,489,124,0.5363086232980333,0.3698940998487141,0.09379727685325265,167,454,185,302,33,181,0.12632375189107414,0.3434190620272315,0.13993948562783662,0.22844175491679275,0.024962178517397883,0.13691376701966718,154,62,26,234,86,107,67,282,17,3,0,26,258,0.11649016641452345,0.046898638426626324,0.019667170953101363,0.17700453857791226,0.06505295007564296,0.08093797276853253,0.05068078668683813,0.21331316187594554,0.012859304084720122,0.0022692889561270802,0,0.019667170953101363,0.1951588502269289
26,TextGrid/-Der_ehrlichen_Frau_Schlampampe_Krankheit_und_Tod.xml,comedy,632,251,147,0.6135922330097088,0.2436893203883495,0.14271844660194175,181,387,73,166,50,173,0.17572815533980582,0.3757281553398058,0.070873786407767,0.16116504854368932,0.04854368932038835,0.1679611650485437,144,39,45,133,53,32,43,212,6,12,0,36,275,0.13980582524271845,0.037864077669902914,0.043689320388349516,0.129126213592233,0.05145631067961165,0.031067961165048542,0.04174757281553398,0.2058252427184466,0.005825242718446602,0.011650485436893204,0,0.03495145631067961,0.2669902912621359
27,GerDracor/schink-der-neue-doktor-faust.xml,comedy,313,149,81,0.576427255985267,0.27440147329650094,0.14917127071823205,58,181,78,81,45,100,0.10681399631675875,0.3333333333333333,0.143646408839779,0.14917127071823205,0.08287292817679558,0.1841620626151013,57,38,27,57,65,20,17,134,0,15,0,11,102,0.10497237569060773,0.06998158379373849,0.049723756906077346,0.10497237569060773,0.11970534069981584,0.03683241252302026,0.03130755064456722,0.24677716390423574,0.0,0.027624309392265192,0,0.020257826887661142,0.1878453038674033
28,GerDracor/lessing-minna-von-barnhelm.xml,comedy,1328,879,483,0.49368029739776953,0.32676579925650556,0.1795539033457249,374,733,434,363,133,653,0.13903345724907062,0.2724907063197026,0.1613382899628253,0.1349442379182156,0.04944237918215613,0.24275092936802975,298,163,112,311,88,133,33,857,42,14,0,69,570,0.11078066914498141,0.06059479553903346,0.041635687732342004,0.11561338289962825,0.03271375464684015,0.04944237918215613,0.012267657992565056,0.31858736059479553,0.015613382899628252,0.0052044609665427505,0,0.025650557620817842,0.21189591078066913
29,GerDracor/kotzebue-die-beiden-klingsberg.xml,comedy,1124,701,538,0.47566652560304695,0.29665679221328817,0.22767668218366482,348,556,379,281,133,666,0.1472704189589505,0.23529411764705882,0.16038933559035126,0.11891663140076174,0.05628438425730004,0.28184511214557767,278,140,91,275,87,166,32,795,28,8,0,42,421,0.11764705882352941,0.05924672027084215,0.038510368176047395,0.11637748624629708,0.03681760473973762,0.0702496826068557,0.013542107490478206,0.3364367329665679,0.01184934405416843,0.0033855268726195515,0,0.017774016081252644,0.17816335167160388
30,GerDracor/iffland-figaro-in-deutschland.xml,comedy,1618,1106,712,0.4708963911525029,0.32188591385331783,0.20721769499417927,472,854,500,537,171,902,0.13736903376018628,0.24854481955762514,0.14551804423748546,0.15628637951105936,0.04976717112922002,0.26251455180442373,399,156,152,429,100,283,45,1203,33,19,0,55,562,0.11612339930151339,0.04540162980209546,0.04423748544819558,0.12485448195576251,0.02910360884749709,0.08236321303841676,0.01309662398137369,0.35011641443539,0.00960419091967404,0.005529685681024447,0,0.0160069848661234,0.16356228172293363
31,TextGrid/-Eulenspiegel.xml,comedy,999,499,325,0.5479978058145913,0.2737246297312123,0.17827756445419637,213,598,187,270,110,445,0.11684037301151948,0.32803071859572136,0.10257816785518377,0.14810751508502468,0.06034009873834339,0.24410312671420736,198,97,86,226,96,56,33,541,12,13,0,37,428,0.1086121777290181,0.053208996160175534,0.047174986286341196,0.12397147558968732,0.052660449808008776,0.030718595721338452,0.018102029621503018,0.29676357652221613,0.006582556226001097,0.007131102578167855,0,0.02029621503017005,0.23477783872737246
32,GerDracor/kotzebue-maedchenfreundschaft.xml,comedy,211,191,57,0.4596949891067538,0.41612200435729846,0.12418300653594772,41,125,77,94,33,89,0.08932461873638345,0.27233115468409586,0.16775599128540306,0.2047930283224401,0.0718954248366013,0.19389978213507625,42,33,21,79,28,32,9,109,17,6,0,8,75,0.0915032679738562,0.0718954248366013,0.0457516339869281,0.1721132897603486,0.06100217864923747,0.06971677559912855,0.0196078431372549,0.2374727668845316,0.037037037037037035,0.013071895424836602,0,0.017429193899782137,0.16339869281045752
33,GerDracor/schlegel-der-triumph-der-guten-frauen.xml,comedy,1177,658,378,0.5318572074107546,0.2973339358337099,0.17080885675553548,332,726,433,245,99,378,0.1500225937641211,0.3280614550384094,0.1956619972887483,0.11070944419340262,0.0447356529597831,0.17080885675553548,232,217,106,191,127,141,32,506,61,11,0,50,539,0.10483506552191595,0.09805693628558518,0.04789877993673746,0.08630817894261184,0.05738816086760054,0.06371441482150926,0.014460009037505649,0.22864889290555807,0.027564392227745142,0.004970628106642567,0,0.022593764121102575,0.24356077722548578
34,GerDracor/weidmann-der-dorfbarbier.xml,comedy,399,210,106,0.558041958041958,0.2937062937062937,0.14825174825174825,112,194,83,108,53,165,0.15664335664335666,0.27132867132867133,0.11608391608391608,0.15104895104895105,0.07412587412587412,0.23076923076923078,86,38,37,112,44,31,10,190,10,15,0,13,129,0.12027972027972028,0.05314685314685315,0.05174825174825175,0.15664335664335666,0.06153846153846154,0.043356643356643354,0.013986013986013986,0.26573426573426573,0.013986013986013986,0.02097902097902098,0,0.01818181818181818,0.18041958041958042
35,TextGrid/-Verlibtes_Gespenste_-_Die_gelibte_Dornrose.xml,comedy,1113,517,165,0.6200557103064067,0.2880222841225627,0.09192200557103064,425,516,256,280,90,228,0.23676880222841226,0.28746518105849583,0.1426183844011142,0.15598885793871867,0.05013927576601671,0.12701949860724235,393,130,80,214,108,95,69,362,22,24,0,40,258,0.218941504178273,0.07242339832869081,0.04456824512534819,0.1192200557103064,0.06016713091922005,0.052924791086350974,0.038440111420612814,0.20167130919220055,0.012256267409470752,0.013370473537604457,0,0.022284122562674095,0.14373259052924792
36,TextGrid/-L_Honnete_Femme_oder_die_Ehrliche_Frau_zu_Plissine.xml,comedy,532,253,125,0.5846153846153846,0.27802197802197803,0.13736263736263737,114,362,94,162,30,148,0.12527472527472527,0.3978021978021978,0.10329670329670329,0.17802197802197803,0.03296703296703297,0.16263736263736264,86,25,23,139,63,48,43,187,9,12,0,17,258,0.0945054945054945,0.027472527472527472,0.025274725274725275,0.15274725274725276,0.06923076923076923,0.05274725274725275,0.04725274725274725,0.20549450549450549,0.00989010989010989,0.013186813186813187,0,0.01868131868131868,0.2835164835164835
37,GerDracor/tieck-die-theegesellschaft.xml,comedy,343,334,159,0.4102870813397129,0.39952153110047844,0.1901913875598086,106,186,113,187,20,224,0.12679425837320574,0.22248803827751196,0.13516746411483255,0.2236842105263158,0.023923444976076555,0.2679425837320574,82,36,13,153,39,57,14,257,12,3,0,4,166,0.09808612440191387,0.0430622009569378,0.01555023923444976,0.18301435406698566,0.04665071770334928,0.06818181818181818,0.01674641148325359,0.30741626794258375,0.014354066985645933,0.0035885167464114833,0,0.004784688995215311,0.19856459330143542
38,TextGrid/-Pimpinone_oder_Die_ungleiche_Heirat.xml,comedy,109,109,23,0.45228215767634855,0.45228215767634855,0.0954356846473029,33,61,53,54,5,35,0.13692946058091288,0.25311203319502074,0.21991701244813278,0.22406639004149378,0.02074688796680498,0.14522821576763487,23,15,4,51,12,20,8,59,3,0,0,4,42,0.0954356846473029,0.06224066390041494,0.016597510373443983,0.21161825726141079,0.04979253112033195,0.08298755186721991,0.03319502074688797,0.24481327800829875,0.012448132780082987,0.0,0,0.016597510373443983,0.17427385892116182
39,GerDracor/goethe-die-mitschuldigen.xml,comedy,632,257,221,0.5693693693693693,0.23153153153153153,0.1990990990990991,176,347,133,133,69,252,0.15855855855855855,0.31261261261261264,0.11981981981981982,0.11981981981981982,0.062162162162162166,0.22702702702702704,144,58,59,121,82,29,21,313,12,9,0,25,237,0.12972972972972974,0.05225225225225225,0.05315315315315315,0.109009009009009,0.07387387387387387,0.026126126126126126,0.01891891891891892,0.281981981981982,0.010810810810810811,0.008108108108108109,0,0.02252252252252252,0.21351351351351353
40,GerDracor/lessing-der-misogyn.xml,comedy,551,336,216,0.499546690843155,0.3046237533998187,0.1958295557570263,146,361,170,143,43,240,0.13236627379873073,0.3272892112420671,0.1541251133272892,0.12964641885766093,0.038984587488667274,0.21758839528558477,97,93,48,116,68,55,14,321,17,6,0,28,240,0.08794197642792384,0.0843155031731641,0.043517679057116954,0.10516772438803264,0.061650045330915684,0.04986400725294651,0.012692656391659111,0.2910244786944696,0.015412511332728921,0.005439709882139619,0,0.025385312783318223,0.21758839528558477
41,GerDracor/gotter-der-dorfjahrmarkt.xml,comedy,870,451,292,0.5393676379417235,0.2796032238065716,0.18102913825170489,217,536,180,237,81,362,0.13453192808431494,0.3323000619962802,0.1115933044017359,0.14693118412895226,0.050216986980781156,0.22442653440793553,156,74,77,229,58,53,36,468,20,8,0,30,404,0.09671419714817112,0.04587724736515809,0.04773713577185369,0.14197148171109733,0.03595784252944823,0.0328580285182889,0.022318660880347178,0.2901425914445133,0.012399256044637322,0.0049597024178549285,0,0.018598884066955982,0.2504649721016739
42,GerDracor/weissenthurn-welche-ist-die-braut.xml,comedy,948,771,393,0.44886363636363635,0.3650568181818182,0.18607954545454544,346,413,403,362,88,500,0.16382575757575757,0.19554924242424243,0.19081439393939395,0.17140151515151514,0.041666666666666664,0.23674242424242425,282,188,54,309,94,144,27,636,38,15,0,40,285,0.13352272727272727,0.08901515151515152,0.02556818181818182,0.14630681818181818,0.04450757575757576,0.06818181818181818,0.01278409090909091,0.30113636363636365,0.017992424242424244,0.007102272727272727,0,0.01893939393939394,0.13494318181818182
43,GerDracor/klemm-der-auf-den-parnass-versetzte-gruene-hut.xml,comedy,423,387,177,0.42857142857142855,0.39209726443769,0.17933130699088146,105,308,146,200,30,198,0.10638297872340426,0.3120567375886525,0.14792299898682879,0.20263424518743667,0.030395136778115502,0.2006079027355623,75,68,26,170,80,61,21,252,23,7,0,20,184,0.07598784194528875,0.06889564336372847,0.02634245187436677,0.17223910840932116,0.08105369807497467,0.06180344478216818,0.02127659574468085,0.2553191489361702,0.02330293819655522,0.0070921985815602835,0,0.020263424518743668,0.18642350557244175
44,GerDracor/andre-der-comoedienfeind.xml,comedy,262,136,58,0.5745614035087719,0.2982456140350877,0.12719298245614036,56,135,74,66,24,101,0.12280701754385964,0.29605263157894735,0.16228070175438597,0.14473684210526316,0.05263157894736842,0.22149122807017543,44,39,22,49,40,30,2,119,5,0,0,11,95,0.09649122807017543,0.08552631578947369,0.04824561403508772,0.1074561403508772,0.08771929824561403,0.06578947368421052,0.0043859649122807015,0.26096491228070173,0.010964912280701754,0.0,0,0.02412280701754386,0.20833333333333334
45,TextGrid/-Orpheus_oder_Die_wunderbare_Bestaendigkeit_der_Liebe.xml,comedy,325,214,69,0.5345394736842105,0.3519736842105263,0.11348684210526316,138,102,128,83,65,92,0.22697368421052633,0.16776315789473684,0.21052631578947367,0.13651315789473684,0.1069078947368421,0.1513157894736842,123,81,29,91,58,21,5,128,8,14,0,9,41,0.20230263157894737,0.13322368421052633,0.047697368421052634,0.14967105263157895,0.09539473684210527,0.03453947368421053,0.008223684210526315,0.21052631578947367,0.013157894736842105,0.023026315789473683,0,0.014802631578947368,0.06743421052631579
46,GerDracor/klinger-prinz-seiden-wurm-der-reformator.xml,comedy,676,496,123,0.522007722007722,0.383011583011583,0.09498069498069497,126,476,258,225,69,141,0.0972972972972973,0.3675675675675676,0.19922779922779923,0.17374517374517376,0.05328185328185328,0.10888030888030888,114,91,45,167,145,174,24,226,13,5,0,17,274,0.08803088803088803,0.07027027027027027,0.03474903474903475,0.12895752895752896,0.11196911196911197,0.13436293436293437,0.018532818532818532,0.1745173745173745,0.010038610038610039,0.003861003861003861,0,0.013127413127413128,0.21158301158301157
47,GerDracor/weissenthurn-welcher-ist-der-braeutigam.xml,comedy,586,419,306,0.4469870327993898,0.31960335621662855,0.2334096109839817,161,260,222,225,96,347,0.12280701754385964,0.19832189168573608,0.16933638443935928,0.17162471395881007,0.07322654462242563,0.2646834477498093,144,109,73,182,45,69,19,430,21,11,0,23,185,0.10983981693363844,0.08314263920671243,0.05568268497330282,0.13882532418001525,0.034324942791762014,0.05263157894736842,0.014492753623188406,0.32799389778794813,0.016018306636155607,0.008390541571319604,0,0.017543859649122806,0.14111365369946605
48,GerDracor/krueger-die-geistlichen-auf-dem-lande.xml,comedy,855,518,165,0.5559167750325098,0.3368010403120936,0.10728218465539661,236,551,253,253,54,191,0.15344603381014305,0.358257477243173,0.1644993498049415,0.1644993498049415,0.035110533159947985,0.12418725617685306,181,121,51,185,174,110,32,293,32,5,0,38,316,0.1176853055916775,0.07867360208062418,0.03315994798439532,0.12028608582574772,0.11313394018205461,0.07152145643693109,0.02080624187256177,0.1905071521456437,0.02080624187256177,0.003250975292587776,0,0.0247074122236671,0.20546163849154747
